"Year","CN","RW"
1962,"18T37",4.64
1963,"18T37",4.37
1964,"18T37",3.67
1965,"18T37",4.25
1966,"18T37",3.87
1967,"18T37",3.83
1968,"18T37",4.04
1969,"18T37",3.01
1970,"18T37",3.64
1971,"18T37",3.22
1972,"18T37",4.44
1973,"18T37",2.78
1974,"18T37",3.53
1975,"18T37",5.31
1976,"18T37",4.46
1977,"18T37",2.79
1978,"18T37",2.39
1979,"18T37",2.3
1980,"18T37",3.31
1981,"18T37",2.79
1982,"18T37",2.15
1983,"18T37",2.53
1984,"18T37",3.1
1985,"18T37",3.21
1986,"18T37",4.05
1987,"18T37",3.96
1988,"18T37",4.21
1989,"18T37",2.63
1990,"18T37",3.31
1991,"18T37",3.61
1992,"18T37",3.05
1993,"18T37",2.64
1994,"18T37",2.09
1995,"18T37",2.36
1996,"18T37",3.98
1997,"18T37",3.49
1998,"18T37",4.43
1999,"18T37",3.25
2000,"18T37",3
2001,"18T37",2.99
2002,"18T37",2.72
2003,"18T37",2.88
2004,"18T37",2.36
2005,"18T37",3.19
2006,"18T37",3.07
2007,"18T37",2.53
2008,"18T37",2.86
2009,"18T37",2.82
2010,"18T37",3.34
2011,"18T37",3.07
2012,"18T37",2.97
2013,"18T37",2.35
2014,"18T37",2.35
2015,"18T37",2.91
2016,"18T37",3.14
2017,"18T37",2.42
2018,"18T37",2.44
1983,"18T40",5.19
1984,"18T40",4.83
1985,"18T40",4.35
1986,"18T40",3.51
1987,"18T40",3.53
1988,"18T40",3.22
1989,"18T40",3.33
1990,"18T40",3.37
1991,"18T40",3.28
1992,"18T40",4.56
1993,"18T40",4.83
1994,"18T40",3.08
1995,"18T40",3.92
1996,"18T40",3.33
1997,"18T40",4.44
1998,"18T40",4.22
1999,"18T40",3.3
2000,"18T40",3.52
2001,"18T40",2.73
2002,"18T40",3.13
2003,"18T40",2.56
2004,"18T40",2.45
2005,"18T40",2.45
2006,"18T40",2.61
2007,"18T40",2.86
2008,"18T40",3.09
2009,"18T40",2.29
2010,"18T40",2.34
2011,"18T40",2.32
2012,"18T40",1.97
2013,"18T40",1.52
2014,"18T40",1.44
2015,"18T40",1.41
2016,"18T40",1.77
2017,"18T40",1.73
1976,"18T41",4.69
1977,"18T41",6.39
1978,"18T41",5.43
1979,"18T41",4.88
1980,"18T41",7.07
1981,"18T41",5.99
1982,"18T41",5.84
1983,"18T41",5.7
1984,"18T41",4.86
1985,"18T41",4.31
1986,"18T41",4.95
1987,"18T41",10.86
1988,"18T41",8.71
1989,"18T41",9.02
1990,"18T41",10.36
1991,"18T41",7.4
1992,"18T41",8.48
1993,"18T41",8.81
1994,"18T41",5.79
1995,"18T41",4.8
1996,"18T41",6.16
1997,"18T41",6.44
1998,"18T41",5.7
1999,"18T41",4.07
2000,"18T41",3.83
2001,"18T41",3.95
2002,"18T41",3.74
2003,"18T41",3.96
2004,"18T41",3.6
2005,"18T41",2.75
2006,"18T41",3.02
2007,"18T41",2.59
2008,"18T41",2.55
2009,"18T41",2
2010,"18T41",2.25
2011,"18T41",2.81
2012,"18T41",2.69
2013,"18T41",2.1
2014,"18T41",1.64
2015,"18T41",1.23
2016,"18T41",1.91
2017,"18T41",1.69
1983,"18T43",5.44
1984,"18T43",5.44
1985,"18T43",4.13
1986,"18T43",4.88
1987,"18T43",5.76
1988,"18T43",6.26
1989,"18T43",5.38
1990,"18T43",6.09
1991,"18T43",4.43
1992,"18T43",6.36
1993,"18T43",4.46
1994,"18T43",3.75
1995,"18T43",2.91
1996,"18T43",2.42
1997,"18T43",2.41
1998,"18T43",2.34
1999,"18T43",2.23
2000,"18T43",2.46
2001,"18T43",3.04
2002,"18T43",3.2
2003,"18T43",4.34
2004,"18T43",3.96
2005,"18T43",2.8
2006,"18T43",2.53
2007,"18T43",2.25
2008,"18T43",2.7
2009,"18T43",2.52
2010,"18T43",2.64
2011,"18T43",2.85
2012,"18T43",2.57
2013,"18T43",1.05
2014,"18T43",1.18
2015,"18T43",0.9
2016,"18T43",1.24
1972,"18T44",4.4
1973,"18T44",6.13
1974,"18T44",6.96
1975,"18T44",5.14
1976,"18T44",3.96
1977,"18T44",3.94
1978,"18T44",5.13
1979,"18T44",5.83
1980,"18T44",10.05
1981,"18T44",9.03
1982,"18T44",6.55
1983,"18T44",4.89
1984,"18T44",5.89
1985,"18T44",4.66
1986,"18T44",4.43
1987,"18T44",5.35
1988,"18T44",5.17
1989,"18T44",4.4
1990,"18T44",4.41
1991,"18T44",4.32
1992,"18T44",4.07
1993,"18T44",3.95
1994,"18T44",3.75
1995,"18T44",3.62
1996,"18T44",3.21
1997,"18T44",4.16
1998,"18T44",4.39
1999,"18T44",4.43
2000,"18T44",5.83
2001,"18T44",4.12
2002,"18T44",3.85
2003,"18T44",2.98
2004,"18T44",3.01
2005,"18T44",3.22
2006,"18T44",3.69
2007,"18T44",3.6
2008,"18T44",2.63
2009,"18T44",3.19
2010,"18T44",4.07
2011,"18T44",3.67
2012,"18T44",3.54
2013,"18T44",2.18
2014,"18T44",2.56
2015,"18T44",1.87
2016,"18T44",1.2
2017,"18T44",1.8
1979,"18T46",4.41
1980,"18T46",3.01
1981,"18T46",3.23
1982,"18T46",3.3
1983,"18T46",1.98
1984,"18T46",3.11
1985,"18T46",3.49
1986,"18T46",2.33
1987,"18T46",2.02
1988,"18T46",1.22
1989,"18T46",1.16
1990,"18T46",0.8
1991,"18T46",0.7
1992,"18T46",0.61
1993,"18T46",0.16
1994,"18T46",0.34
1995,"18T46",1.07
1996,"18T46",3.37
1997,"18T46",5.67
1998,"18T46",6.34
1999,"18T46",6.25
2000,"18T46",5.86
2001,"18T46",6.87
2002,"18T46",6.69
2003,"18T46",7.48
2004,"18T46",8.08
2005,"18T46",7.62
2006,"18T46",6.27
2007,"18T46",5.88
2008,"18T46",5.64
2009,"18T46",4.79
2010,"18T46",4.8
2011,"18T46",5.51
2012,"18T46",4.62
2013,"18T46",5.3
2014,"18T46",6.44
2015,"18T46",4.25
2016,"18T46",4.49
2017,"18T46",3.79
1948,"18T47",5.58
1949,"18T47",5.23
1950,"18T47",5.25
1951,"18T47",3.93
1952,"18T47",3.86
1953,"18T47",4.18
1954,"18T47",4.46
1955,"18T47",4.83
1956,"18T47",4.77
1957,"18T47",3.88
1958,"18T47",3.45
1959,"18T47",3.22
1960,"18T47",3.44
1961,"18T47",3.11
1962,"18T47",2.71
1963,"18T47",3.59
1964,"18T47",3.72
1965,"18T47",3.38
1966,"18T47",4.05
1967,"18T47",3.43
1968,"18T47",2.98
1969,"18T47",2.56
1970,"18T47",3.62
1971,"18T47",3.44
1972,"18T47",2.4
1973,"18T47",3.13
1974,"18T47",2.81
1975,"18T47",3.09
1976,"18T47",3.32
1977,"18T47",3.85
1978,"18T47",3.28
1979,"18T47",2.75
1980,"18T47",2.59
1981,"18T47",3.11
1982,"18T47",2.93
1983,"18T47",3.36
1984,"18T47",2.03
1985,"18T47",1.92
1986,"18T47",2.3
1987,"18T47",2.48
1988,"18T47",2.64
1989,"18T47",2.27
1990,"18T47",2.59
1991,"18T47",1.97
1992,"18T47",1.56
1993,"18T47",1.34
1994,"18T47",1.06
1995,"18T47",2.14
1996,"18T47",2.74
1997,"18T47",3.02
1998,"18T47",2.73
1999,"18T47",2.5
2000,"18T47",2.27
2001,"18T47",2.48
2002,"18T47",2.24
2003,"18T47",2.55
2004,"18T47",2.54
2005,"18T47",3.43
2006,"18T47",3.11
2007,"18T47",3.31
2008,"18T47",2.63
2009,"18T47",2.63
2010,"18T47",2.84
2011,"18T47",2.97
2012,"18T47",3.03
2013,"18T47",3.24
2014,"18T47",3.22
2015,"18T47",3.25
2016,"18T47",3.5
2017,"18T47",2.29
1991,"18T49",6.91
1992,"18T49",7.48
1993,"18T49",8.36
1994,"18T49",10.15
1995,"18T49",9.98
1996,"18T49",9.19
1997,"18T49",8.87
1998,"18T49",7.71
1999,"18T49",7.24
2000,"18T49",6.3
2001,"18T49",6.22
2002,"18T49",5.35
2003,"18T49",5.21
2004,"18T49",4.85
2005,"18T49",5.39
2006,"18T49",3.92
2007,"18T49",2.65
2008,"18T49",2.63
2009,"18T49",2.47
2010,"18T49",2.56
2011,"18T49",1.8
2012,"18T49",1.35
2013,"18T49",1.1
2014,"18T49",0.91
2015,"18T49",0.69
2016,"18T49",0.53
2017,"18T49",0.52
1992,"18T52",4.63
1993,"18T52",6.2
1994,"18T52",8.08
1995,"18T52",6.12
1996,"18T52",7.09
1997,"18T52",6.62
1998,"18T52",6.09
1999,"18T52",7.88
2000,"18T52",8.33
2001,"18T52",6.96
2002,"18T52",6.82
2003,"18T52",7.37
2004,"18T52",7.55
2005,"18T52",6.88
2006,"18T52",5.86
2007,"18T52",5.51
2008,"18T52",4.34
2009,"18T52",4.66
2010,"18T52",2.61
2011,"18T52",2.77
2012,"18T52",5.13
2013,"18T52",3.55
2014,"18T52",3.63
2015,"18T52",3.88
2016,"18T52",4.19
2017,"18T52",3.42
2018,"18T52",3.22
1902,"18T55",1.92
1903,"18T55",1.41
1904,"18T55",1.14
1905,"18T55",2.06
1906,"18T55",2.17
1907,"18T55",1.84
1908,"18T55",1.64
1909,"18T55",0.85
1910,"18T55",1.19
1911,"18T55",1.62
1912,"18T55",2.27
1913,"18T55",2.14
1914,"18T55",2.41
1915,"18T55",2.03
1916,"18T55",1.6
1917,"18T55",1.47
1918,"18T55",0.76
1919,"18T55",0.94
1920,"18T55",1.66
1921,"18T55",1.82
1922,"18T55",1.41
1923,"18T55",1.43
1924,"18T55",1.2
1925,"18T55",1.5
1926,"18T55",1.23
1927,"18T55",1.92
1928,"18T55",1.58
1929,"18T55",1.78
1930,"18T55",1.73
1931,"18T55",1.34
1932,"18T55",1.84
1933,"18T55",1.99
1934,"18T55",1.38
1935,"18T55",1.81
1936,"18T55",2.07
1937,"18T55",2.1
1938,"18T55",1.72
1939,"18T55",1.44
1940,"18T55",1.69
1941,"18T55",2.3
1942,"18T55",2.7
1943,"18T55",2.1
1944,"18T55",1.85
1945,"18T55",1.74
1946,"18T55",1.49
1947,"18T55",1.7
1948,"18T55",2.8
1949,"18T55",2.19
1950,"18T55",1.82
1951,"18T55",1.33
1952,"18T55",1.56
1953,"18T55",1.44
1954,"18T55",1.46
1955,"18T55",1.38
1956,"18T55",1.28
1957,"18T55",1.65
1958,"18T55",1.87
1959,"18T55",1.35
1960,"18T55",1.57
1961,"18T55",1.45
1962,"18T55",1.66
1963,"18T55",1.74
1964,"18T55",1.87
1965,"18T55",1.63
1966,"18T55",1.33
1967,"18T55",1.62
1968,"18T55",1.27
1969,"18T55",1.19
1970,"18T55",1.02
1971,"18T55",1.33
1972,"18T55",1.43
1973,"18T55",1.32
1974,"18T55",1.43
1975,"18T55",1.41
1976,"18T55",1.47
1977,"18T55",1.34
1978,"18T55",1.64
1979,"18T55",1.68
1980,"18T55",2.07
1981,"18T55",1.98
1982,"18T55",1.8
1983,"18T55",2.02
1984,"18T55",1.84
1985,"18T55",1.6
1986,"18T55",1.35
1987,"18T55",1.29
1988,"18T55",1.27
1989,"18T55",1.24
1990,"18T55",1.17
1991,"18T55",1.16
1992,"18T55",1.1
1993,"18T55",1.56
1994,"18T55",1.64
1995,"18T55",1.94
1996,"18T55",1.98
1997,"18T55",1.98
1998,"18T55",2.08
1999,"18T55",1.75
2000,"18T55",1.6
2001,"18T55",1.5
2002,"18T55",1.51
2003,"18T55",1.16
2004,"18T55",1.03
2005,"18T55",1.12
2006,"18T55",0.86
2007,"18T55",0.94
2008,"18T55",0.87
2009,"18T55",0.82
2010,"18T55",0.92
2011,"18T55",0.9
2012,"18T55",1.16
2013,"18T55",0.93
2014,"18T55",0.97
2015,"18T55",0.85
2016,"18T55",0.75
2017,"18T55",0.76
2018,"18T55",0.77
1952,"18T58",10.58
1953,"18T58",8.59
1954,"18T58",8.88
1955,"18T58",7.94
1956,"18T58",7.6
1957,"18T58",7.1
1958,"18T58",7.15
1959,"18T58",7.88
1960,"18T58",7.21
1961,"18T58",7.28
1962,"18T58",7.17
1963,"18T58",7.82
1964,"18T58",6.86
1965,"18T58",7.38
1966,"18T58",6.56
1967,"18T58",6.99
1968,"18T58",5.6
1969,"18T58",4.88
1970,"18T58",4.18
1971,"18T58",4.2
1972,"18T58",5.11
1973,"18T58",4.45
1974,"18T58",5.83
1975,"18T58",5.15
1976,"18T58",4.97
1977,"18T58",4.11
1978,"18T58",4.35
1979,"18T58",3.7
1980,"18T58",4.32
1981,"18T58",3.99
1982,"18T58",2.47
1983,"18T58",2.84
1984,"18T58",3.51
1985,"18T58",2.85
1986,"18T58",3.13
1987,"18T58",3.11
1988,"18T58",2.57
1989,"18T58",2.88
1990,"18T58",2.72
1991,"18T58",3.68
1992,"18T58",2.46
1993,"18T58",2.05
1994,"18T58",2.53
1995,"18T58",2.15
1996,"18T58",2.89
1997,"18T58",2.29
1998,"18T58",2.42
1999,"18T58",3.49
2000,"18T58",2.6
2001,"18T58",2.01
2002,"18T58",1.91
2003,"18T58",2.29
2004,"18T58",1.57
2005,"18T58",2.09
2006,"18T58",2.69
2007,"18T58",3.14
2008,"18T58",2.91
2009,"18T58",2.88
2010,"18T58",3.79
2011,"18T58",3.39
2012,"18T58",4.79
2013,"18T58",4.19
2014,"18T58",2.2
2015,"18T58",2.34
2016,"18T58",2.14
2017,"18T58",3.36
2018,"18T58",3.55
1945,"18T60",2.94
1946,"18T60",3.99
1947,"18T60",4.16
1948,"18T60",4.34
1949,"18T60",3.27
1950,"18T60",2.36
1951,"18T60",2.22
1952,"18T60",2.83
1953,"18T60",3.94
1954,"18T60",4.18
1955,"18T60",4.3
1956,"18T60",4.05
1957,"18T60",4.04
1958,"18T60",4.05
1959,"18T60",3.44
1960,"18T60",3.26
1961,"18T60",3.77
1962,"18T60",4.24
1963,"18T60",4.13
1964,"18T60",4.14
1965,"18T60",3.07
1966,"18T60",2.63
1967,"18T60",2.54
1968,"18T60",2.44
1969,"18T60",2.77
1970,"18T60",4.34
1971,"18T60",4.74
1972,"18T60",4.17
1973,"18T60",4.04
1974,"18T60",6.31
1975,"18T60",5.43
1976,"18T60",3.67
1977,"18T60",3.8
1978,"18T60",3.57
1979,"18T60",5.47
1980,"18T60",6.19
1981,"18T60",5.96
1982,"18T60",5.18
1983,"18T60",6.2
1984,"18T60",5.23
1985,"18T60",4.03
1986,"18T60",4.74
1987,"18T60",4.25
1988,"18T60",4.13
1989,"18T60",3.87
1990,"18T60",5.23
1991,"18T60",4.38
1992,"18T60",6.08
1993,"18T60",6.24
1994,"18T60",6.74
1995,"18T60",5.05
1996,"18T60",5.26
1997,"18T60",4.83
1998,"18T60",3.93
1999,"18T60",3.1
2000,"18T60",3.22
2001,"18T60",2.38
2002,"18T60",4.13
2003,"18T60",4.64
2004,"18T60",3.79
2005,"18T60",3.22
2006,"18T60",2.35
2007,"18T60",3.73
2008,"18T60",3.38
2009,"18T60",3.05
2010,"18T60",3.76
2011,"18T60",3.74
2012,"18T60",5.78
2013,"18T60",3.85
2014,"18T60",5.42
2015,"18T60",3.08
2016,"18T60",3.51
2017,"18T60",3.23
2018,"18T60",2.22
1899,"18T66",3.05
1900,"18T66",4.57
1901,"18T66",2.88
1902,"18T66",2.31
1903,"18T66",3.69
1904,"18T66",4.61
1905,"18T66",4.46
1906,"18T66",4.14
1907,"18T66",4.19
1908,"18T66",3.88
1909,"18T66",3.69
1910,"18T66",3.9
1911,"18T66",4.09
1912,"18T66",3.81
1913,"18T66",4.34
1914,"18T66",4.95
1915,"18T66",5
1916,"18T66",3.93
1917,"18T66",3.23
1918,"18T66",2.24
1919,"18T66",2.73
1920,"18T66",2.6
1921,"18T66",2.56
1922,"18T66",2.22
1923,"18T66",3.03
1924,"18T66",2.67
1925,"18T66",2.97
1926,"18T66",2.99
1927,"18T66",2.42
1928,"18T66",2.76
1929,"18T66",2.83
1930,"18T66",2.49
1931,"18T66",2.88
1932,"18T66",1.93
1933,"18T66",2.09
1934,"18T66",2.53
1935,"18T66",2.13
1936,"18T66",2.35
1937,"18T66",2.31
1938,"18T66",2.55
1939,"18T66",3.05
1940,"18T66",2.49
1941,"18T66",3.62
1942,"18T66",3.7
1943,"18T66",2.78
1944,"18T66",2.85
1945,"18T66",2.07
1946,"18T66",2.23
1947,"18T66",2.19
1948,"18T66",2.36
1949,"18T66",2.17
1950,"18T66",2.35
1951,"18T66",2.08
1952,"18T66",2.09
1953,"18T66",1.75
1954,"18T66",2.28
1955,"18T66",2.43
1956,"18T66",1.87
1957,"18T66",2.28
1958,"18T66",2.64
1959,"18T66",1.96
1960,"18T66",1.86
1961,"18T66",1.73
1962,"18T66",1.53
1963,"18T66",2.39
1964,"18T66",2.67
1965,"18T66",2.63
1966,"18T66",2.45
1967,"18T66",1.88
1968,"18T66",1.6
1969,"18T66",1.72
1970,"18T66",1.89
1971,"18T66",1.67
1972,"18T66",1.37
1973,"18T66",1.7
1974,"18T66",1.66
1975,"18T66",1.73
1976,"18T66",2.38
1977,"18T66",2.84
1978,"18T66",2.12
1979,"18T66",1.77
1980,"18T66",2.42
1981,"18T66",3.79
1982,"18T66",3.49
1983,"18T66",3.4
1984,"18T66",3.28
1985,"18T66",2.83
1986,"18T66",2.63
1987,"18T66",2.26
1988,"18T66",3.39
1989,"18T66",3.54
1990,"18T66",4.91
1991,"18T66",4.44
1992,"18T66",4.03
1993,"18T66",2.84
1994,"18T66",2.83
1995,"18T66",1.81
1996,"18T66",2.84
1997,"18T66",2.41
1998,"18T66",2.49
1999,"18T66",1.78
2000,"18T66",2.53
2001,"18T66",2.18
2002,"18T66",1.98
2003,"18T66",1.62
2004,"18T66",1.95
2005,"18T66",2.34
2006,"18T66",1.51
2007,"18T66",1.79
2008,"18T66",2.08
2009,"18T66",2
2010,"18T66",1.71
2011,"18T66",1.78
2012,"18T66",1.8
2013,"18T66",2.02
2014,"18T66",2.26
2015,"18T66",2.24
2016,"18T66",2.24
2017,"18T66",2.47
2018,"18T66",2.15
1920,"18T68",2.17
1921,"18T68",1.86
1922,"18T68",1.15
1923,"18T68",1.48
1924,"18T68",1.21
1925,"18T68",2.1
1926,"18T68",2.48
1927,"18T68",2.28
1928,"18T68",2.44
1929,"18T68",2.01
1930,"18T68",2.13
1931,"18T68",2.23
1932,"18T68",2.29
1933,"18T68",2.07
1934,"18T68",3.06
1935,"18T68",2.03
1936,"18T68",2.13
1937,"18T68",1.74
1938,"18T68",1.69
1939,"18T68",2.85
1940,"18T68",2.97
1941,"18T68",3.63
1942,"18T68",3.89
1943,"18T68",3.28
1944,"18T68",2.87
1945,"18T68",2.33
1946,"18T68",3.6
1947,"18T68",2.73
1948,"18T68",2.23
1949,"18T68",1.62
1950,"18T68",2.06
1951,"18T68",1.75
1952,"18T68",2.28
1953,"18T68",2.24
1954,"18T68",2.53
1955,"18T68",1.96
1956,"18T68",2.03
1957,"18T68",2.21
1958,"18T68",1.89
1959,"18T68",1.79
1960,"18T68",1.72
1961,"18T68",2.26
1962,"18T68",2.53
1963,"18T68",2.29
1964,"18T68",1.82
1965,"18T68",1.68
1966,"18T68",1.37
1967,"18T68",1.88
1968,"18T68",2.55
1969,"18T68",2.2
1970,"18T68",2
1971,"18T68",1.88
1972,"18T68",1.67
1973,"18T68",1.94
1974,"18T68",1.67
1975,"18T68",1.57
1976,"18T68",2.16
1977,"18T68",2.08
1978,"18T68",2.09
1979,"18T68",2.27
1980,"18T68",3.28
1981,"18T68",3.26
1982,"18T68",2.29
1983,"18T68",3.19
1984,"18T68",2.13
1985,"18T68",2.03
1986,"18T68",1.83
1987,"18T68",2.06
1988,"18T68",3.37
1989,"18T68",2.3
1990,"18T68",3.07
1991,"18T68",2.73
1992,"18T68",4.09
1993,"18T68",4
1994,"18T68",3.97
1995,"18T68",2.47
1996,"18T68",3.41
1997,"18T68",3.99
1998,"18T68",3.17
1999,"18T68",3.69
2000,"18T68",3.38
2001,"18T68",3.49
2002,"18T68",4.13
2003,"18T68",4.73
2004,"18T68",4.81
2005,"18T68",3.67
2006,"18T68",3.96
2007,"18T68",4.38
2008,"18T68",4.29
2009,"18T68",2.65
2010,"18T68",3.63
2011,"18T68",3.3
2012,"18T68",3.48
2013,"18T68",2.7
2014,"18T68",3.86
2015,"18T68",3.99
2016,"18T68",4.34
2017,"18T68",4.49
1918,"18T69",5.76
1919,"18T69",5.79
1920,"18T69",5.77
1921,"18T69",6.04
1922,"18T69",4.67
1923,"18T69",5.8
1924,"18T69",4.35
1925,"18T69",5.24
1926,"18T69",4.75
1927,"18T69",6.38
1928,"18T69",5.77
1929,"18T69",5.36
1930,"18T69",5.12
1931,"18T69",4.26
1932,"18T69",5.3
1933,"18T69",4.95
1934,"18T69",4.81
1935,"18T69",3.91
1936,"18T69",3.47
1937,"18T69",3.47
1938,"18T69",4.15
1939,"18T69",3.46
1940,"18T69",3.49
1941,"18T69",5.41
1942,"18T69",5.37
1943,"18T69",4.41
1944,"18T69",3.16
1945,"18T69",2.97
1946,"18T69",3.2
1947,"18T69",3.65
1948,"18T69",3.4
1949,"18T69",2
1950,"18T69",2.01
1951,"18T69",2.29
1952,"18T69",2.57
1953,"18T69",2.48
1954,"18T69",3.17
1955,"18T69",2.72
1956,"18T69",2.77
1957,"18T69",2.62
1958,"18T69",2.8
1959,"18T69",3.07
1960,"18T69",2.83
1961,"18T69",3.09
1962,"18T69",2.58
1963,"18T69",3.63
1964,"18T69",2.19
1965,"18T69",2.3
1966,"18T69",2.41
1967,"18T69",2.34
1968,"18T69",2.16
1969,"18T69",2
1970,"18T69",1.8
1971,"18T69",1.75
1972,"18T69",2.03
1973,"18T69",1.62
1974,"18T69",1.67
1975,"18T69",1.38
1976,"18T69",1.81
1977,"18T69",1.77
1978,"18T69",2.96
1979,"18T69",2.33
1980,"18T69",2.79
1981,"18T69",3.21
1982,"18T69",2.41
1983,"18T69",2.24
1984,"18T69",2.82
1985,"18T69",2.19
1986,"18T69",1.97
1987,"18T69",1.96
1988,"18T69",1.71
1989,"18T69",1.66
1990,"18T69",1.91
1991,"18T69",1.56
1992,"18T69",1.94
1993,"18T69",1.65
1994,"18T69",1.51
1995,"18T69",2.37
1996,"18T69",2.42
1997,"18T69",2.13
1998,"18T69",2.87
1999,"18T69",2.79
2000,"18T69",2.49
2001,"18T69",2.69
2002,"18T69",2.95
2003,"18T69",3.13
2004,"18T69",2.85
2005,"18T69",3.74
2006,"18T69",3.34
2007,"18T69",2.26
2008,"18T69",1.93
2009,"18T69",1.86
2010,"18T69",2.62
2011,"18T69",2.1
2012,"18T69",2.4
2013,"18T69",2.5
2014,"18T69",2.91
2015,"18T69",2.68
2016,"18T69",1.69
2017,"18T69",2.64
2018,"18T69",1.98
1985,"18T70",8.16
1986,"18T70",8.25
1987,"18T70",9.27
1988,"18T70",9.07
1989,"18T70",8.1
1990,"18T70",7.42
1991,"18T70",6.89
1992,"18T70",6.21
1993,"18T70",7.11
1994,"18T70",7.28
1995,"18T70",7.23
1996,"18T70",7.11
1997,"18T70",7.44
1998,"18T70",7.52
1999,"18T70",6.26
2000,"18T70",6.24
2001,"18T70",5.73
2002,"18T70",5.79
2003,"18T70",5.44
2004,"18T70",4.64
2005,"18T70",4.95
2006,"18T70",4.61
2007,"18T70",4.09
2008,"18T70",4.11
2009,"18T70",3.96
2010,"18T70",4.57
2011,"18T70",5.68
2012,"18T70",5.22
2013,"18T70",4.8
2014,"18T70",4.08
2015,"18T70",3.9
2016,"18T70",3.03
2017,"18T70",3.03
2018,"18T70",2.72
1969,"18T71",4.44
1970,"18T71",4.38
1971,"18T71",4.05
1972,"18T71",3.95
1973,"18T71",3.44
1974,"18T71",4.08
1975,"18T71",3.51
1976,"18T71",3.28
1977,"18T71",3.78
1978,"18T71",3.71
1979,"18T71",2.98
1980,"18T71",3.41
1981,"18T71",2.78
1982,"18T71",2.03
1983,"18T71",2.82
1984,"18T71",3.32
1985,"18T71",2.9
1986,"18T71",2.57
1987,"18T71",2.34
1988,"18T71",2.96
1989,"18T71",2.13
1990,"18T71",3.01
1991,"18T71",3.31
1992,"18T71",2.56
1993,"18T71",3.15
1994,"18T71",2.38
1995,"18T71",2.64
1996,"18T71",2.26
1997,"18T71",2.69
1998,"18T71",2.92
1999,"18T71",2.24
2000,"18T71",2.62
2001,"18T71",2.04
2002,"18T71",1.94
2003,"18T71",2.7
2004,"18T71",2.8
2005,"18T71",3.54
2006,"18T71",2.29
2007,"18T71",1.63
2008,"18T71",1.45
2009,"18T71",2.05
2010,"18T71",2.19
2011,"18T71",2.64
2012,"18T71",3.07
2013,"18T71",3.73
2014,"18T71",4.45
2015,"18T71",3.97
2016,"18T71",2.92
2017,"18T71",2.53
1895,"18T72",3.3
1896,"18T72",3
1897,"18T72",3.8
1898,"18T72",4.27
1899,"18T72",4.78
1900,"18T72",5.23
1901,"18T72",4.49
1902,"18T72",4.37
1903,"18T72",4.33
1904,"18T72",4.39
1905,"18T72",3.35
1906,"18T72",3.26
1907,"18T72",3.56
1908,"18T72",4.36
1909,"18T72",3.95
1910,"18T72",3.75
1911,"18T72",3.85
1912,"18T72",4.79
1913,"18T72",3.96
1914,"18T72",3.79
1915,"18T72",4.71
1916,"18T72",4.23
1917,"18T72",3.55
1918,"18T72",2.22
1919,"18T72",3.26
1920,"18T72",3.46
1921,"18T72",2.97
1922,"18T72",2.77
1923,"18T72",3.11
1924,"18T72",2.87
1925,"18T72",2.85
1926,"18T72",2.23
1927,"18T72",3.03
1928,"18T72",3.17
1929,"18T72",2.77
1930,"18T72",2.59
1931,"18T72",3.49
1932,"18T72",2.57
1933,"18T72",2.63
1934,"18T72",2.82
1935,"18T72",2.57
1936,"18T72",2.74
1937,"18T72",2.28
1938,"18T72",2.57
1939,"18T72",2.27
1940,"18T72",2.13
1941,"18T72",2.4
1942,"18T72",3.03
1943,"18T72",2.82
1944,"18T72",2.92
1945,"18T72",2.45
1946,"18T72",1.92
1947,"18T72",1.97
1948,"18T72",2.11
1949,"18T72",1.44
1950,"18T72",1.45
1951,"18T72",1.17
1952,"18T72",1.4
1953,"18T72",1.34
1954,"18T72",1.24
1955,"18T72",1.96
1956,"18T72",1.86
1957,"18T72",1.58
1958,"18T72",1.95
1959,"18T72",1.61
1960,"18T72",1.73
1961,"18T72",2.46
1962,"18T72",1.93
1963,"18T72",2.16
1964,"18T72",2.02
1965,"18T72",1.45
1966,"18T72",0.98
1967,"18T72",1.3
1968,"18T72",0.78
1969,"18T72",0.83
1970,"18T72",1
1971,"18T72",0.75
1972,"18T72",0.7
1973,"18T72",0.83
1974,"18T72",0.99
1975,"18T72",1.33
1976,"18T72",1.48
1977,"18T72",1.39
1978,"18T72",1.39
1979,"18T72",1.48
1980,"18T72",1.64
1981,"18T72",1.84
1982,"18T72",1.12
1983,"18T72",1.31
1984,"18T72",1.26
1985,"18T72",0.92
1986,"18T72",0.99
1987,"18T72",0.89
1988,"18T72",1.1
1989,"18T72",1.29
1990,"18T72",1.7
1991,"18T72",1.4
1992,"18T72",1.95
1993,"18T72",1.51
1994,"18T72",1.45
1995,"18T72",1.37
1996,"18T72",1.84
1997,"18T72",2.15
1998,"18T72",2.53
1999,"18T72",2.4
2000,"18T72",2.41
2001,"18T72",1.65
2002,"18T72",1.59
2003,"18T72",1.15
2004,"18T72",1.04
2005,"18T72",1.39
2006,"18T72",1.1
2007,"18T72",1.05
2008,"18T72",0.88
2009,"18T72",0.59
2010,"18T72",0.64
2011,"18T72",0.81
2012,"18T72",0.75
2013,"18T72",0.68
2014,"18T72",0.55
2015,"18T72",0.53
2016,"18T72",0.5
2017,"18T72",0.7
1979,"18T74",6.02
1980,"18T74",5.62
1981,"18T74",5.96
1982,"18T74",4.2
1983,"18T74",5.52
1984,"18T74",4.63
1985,"18T74",4.45
